summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220867709,2016-10-29 00:00:00,"At 2:45 p.m. on July 19, 2016, an employee and co-worker were installing 3/4 inch thick by 3 ft wide by 8 ft long plywood close to the edge on the second floor. The employee stepped on the edge of the plwood he was nailing and fell 10 ft on the wooden stairway steps below. The employee cracked his rib. cracked his rib.",WORKER IS PINNED UNDER LAWN MOWER AND DROWNS,"STRUCK BY,SCRAP METAL,CRANE,CRUSHED,MATERIAL HANDLING",Q,Contractor's yard/facility,14,76,G,"$10,000,000 to $20,000,000",C,Maintenance or repair,Fatal,9,"Asphyxiation, Drowning",28,Left Leg,7,Inhalation,13.972547497458445,Temperature +/- Tolerance Lev.,7,Insufficient/Lack/Housekeeping Program,2,Not Regularly Assigned,8890,24,0
220875496,2015-07-04 00:00:00,"At 8:38 a.m. on August 5, 2015, an employee was standing in the bucket of a John Deere Model 325 Skid Steer while working on a 1986 Bituma-Stor (Gencor) Asphalt Silo.  He was using a cutting torch to remove a brace that was holding open a clam-shell door on an asphalt silo. The brace was in place to hold open the clam-shell door to allow access during maintenance activities.  A co-worker operating the silo was pressing the ""door open"" button while the employee was removing the brace.  The button failed to keep the door open and the door closed on the employee's head.  The employee's supervisor cut one of the air cylinders that close the door to release the employee's head from the doors.  The employee expired a few seconds later. ",TWO EMPLOYEES ARE CRUSHED AND KILLED WHEN BOILER EXPLODES.,"STRUCK BY,FOOT,MOTOR VEHICLE,RUN OVER",N,"Excavation, landfill",73,25,F,"$5,000,000 to $10,000,000",E,Other,Fatal,22,Freezer burn,5,Fingers,9,Bite/sting/scratch,15.7401129668965,Flammable Liquid/Solid Exposure,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,C730,19,0
220947865,2016-04-26 00:00:00,skid-steer loader were unexpectedly actuated and lowered. This employee was ,EMPLOYEE SUSTAINS LACERATION TO HEAD AND FRACTURED SHOULDER ,"WRIST,DECKING,HEAD,JOIST,FRACTURE",A,Single family or duplex dwelling,15,76,C,"$250,000 to $500,000",C,Maintenance or repair,Nonfatal,17,Poison,8,Arm,9,Absorption,0.5179015788709976,Other,12,Distracting Actions By Others,2,Not Regularly Assigned,1900,20,0
220934186,2015-11-03 00:00:00,"At 12:40 p.m. on October 15, 2015, five employees (crew members) had been servicing the oil and gas wells. The vessel crew members  included Employees #1 and #2 who worked for a petroleum company and Employees #3 and #4 who were temporary employees from a staffing company and there was one co-worker.  The employees tied up the 32 foot work boat to the West  Battery Facility and went into the crew quarters to eat lunch.  As the employees were talking, they remembered a task they were supposed to have completed before coming back to the production facility for lunch. Employees #2 and #3 went back to the 32 foot work boat and headed out into the lake. A few seconds passed when a large explosion was heard. The three employees inside the crew quarters came rushing out and ran over to where the boat had been tied up. When they arrived they noticed the boat had exploded and separated into several pieces and was burning. The three employees searched and yelled for Employees #2 and #3 who had been on the vessel but could not find any survivors. A phone call was then made to the company and the emergency notification plan was put into action. Employees #2 and #3 were both killed in the explosion. ",EMPLOYEE IS KILLED WHEN CRUSHED BY FALLING CONCRETE FORM,"ACCESS/EGRESS,FRACTURE,UNSTABLE SURFACE,BACK,FALL,FLOOR OPENING,WRIST,PELVIS",K,"Tower, tank, storage ,elevator",13,11,E,"$1,000,000 to $5,000,000",A,New project or new addition,Nonfatal,10,Heat Exhaustion,22,Wrist,4,Inhalation,15.26996844051771,Sound Level,8,Perception Malfunction Task-Environment,2,Not Regularly Assigned,8890,22,0
220866560,2015-11-06 00:00:00,"At approximately 12:00 p.m. on November 7, 2016, Employee #1 left his personal residence and drove to a friends residence and was at a friends residence until approximately 1:45 p.m.  Employee #1 was scheduled to pick his daughter up at her school at approximately 2:00 p.m. When Employee #1 did not pick up his daughter, his wife filed missing persons report Monday evening.  Employee #1 was found sitting in his truck on November 8, 2016, at approximately 2:00 a.m. deceased. ",EMPLOYEE IS CRUSHED AND KILLED WHEN WALL COLLAPSES,"STRUCK BY,TIRE,TIRE RIM,TIRE BEAD,WHEEL,MULTIPIECE RIM WHEEL,FLYING OBJECT,AUTOMOTIVE REPAIR,BLOWOUT--TIRE",O,"Power line, transmission line",73,21,E,"$1,000,000 to $5,000,000",E,Other,Fatal,4,Laceration,9,Hip,12,Other,14.423167195558447,Temperature +/- Tolerance Lev.,11,Mater-Handling Procedure Inappropriate,1,Regularly Assigned,337,5,0
220887129,2016-12-18 00:00:00,"At approximately 4:15 p.m. on March 22, 2016, an employee was securing the crane. The crane rolled and crushed the employee. The employee was caught between two cranes and was killed. ",EMPLOYEE FALLS FROM Q DECKING AND IS KILLED,"CRUSHING,AMPUTATED,FINGER,POWERED INDUSTRIAL VEHICLE,MATERIAL HANDLING,CAUGHT BETWEEN",J,Bridge,73,76,G,"$10,000,000 to $20,000,000",B,Alteration or rehabilitation,Fatal,16,Illness,23,Face,9,Inhalation,4.909190119323217,Work-Surface/Facility-Layout Condition,0,Insufficient /Lack/Respiratory Protection,2,Not Regularly Assigned,337,1,0
220945141,2016-08-13 00:00:00,"At 9:00 a.m. on March 1, 2017, Employee #1, an inmate working at a state prison, and Coworker #1 were clearing ice from the PVC roof.  Employee #1 was hosing the roof with water.  He walked into a shaded area, slipped, and fell. Emergency services were called, and Employee #1 was transported to the hospital.  He was treated for the fracture of a small bone in his right leg and then discharged. ",EMPLOYEE'S HAND IS CAUGHT IN DRILL PRESS AND IS INJURED,"DROWN,EXCAVATION",A,Single family or duplex dwelling,16,13,0, ,A,New project or new addition,Nonfatal,4,Chemical Burn,22,Wrist,9,Rubbed/abraded,14.16492625369061,Flammable Liquid/Solid Exposure,11,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,X100,3,0
220941686,2017-03-20 00:00:00,"At 7:30 p.m. on October 15, 20016, an employee drove a delivery vehicle from La Palma to Fullerton.Another coworker (driver) found the employee slumped over the steering wheel while parked at a satellite delivery site. The employee died of natural causes (atherosclerotic and hypertensive cardiovascular disease). ",EMPLOYEE IS CRUSHED AND KILLED BY PIPE,"PAINTER,BRAIN,FALL PROTECTION,SCAFFOLD,HEAD,FALL,UNGUARDED",M,Pipeline,0, ,B,"$50,000 to $250,000",C,Maintenance or repair,Fatal,6,Electrocution,5,Internal Injuries,7,Bite/sting/scratch,1.6986035980893213,Work-Surface/Facility-Layout Condition,8,Distracting Actions By Others,1,Regularly Assigned,614,0,0
220883102,2015-07-27 00:00:00,"At 1:16 p.m. on March 11, 2016, an employee attempting to cover an unsecured diamond steel floor plate with another metal plate, stepped onto the unsecured diamond plate and fell through. The unsecured diamond steel floor plate struck the employee fracturing the 9th through 12th ribs and causing the fractured rib segments to impinge the splenic fossa. The employee was struck and killed by the steel plate. ",EMPLOYEE HOSPITALIZED AFTER BEING IMPALED BY SHORING JET LOC,"STRUCK BY,NAIL",A,Single family or duplex dwelling,73,139,D,"$500,000 to $1,000,000",0, ,Fatal,12,Serious Fall/Strike,13,Head,8,Caught in or between,5.92840176568645,Work-Surface/Facility-Layout Condition,17,Position Inappropriate For Task,2,Regularly Assigned,0,20,0
220947311,2015-08-25 00:00:00,"At 9:00 a.m. on February 10, 2017, as an employee was applying stucco on a residential construction site. He slipped and fell from a 6-1/2 foot high scaffold and sustained a dislocated shoulder. ","EMPLOYEE STRUCK BY FALLING WINDOW COVER, INCURS CONCUSSION","AGRICULTURE,FAINTED,HEAT EXHAUSTION",P,Other heavy construction,10,11,C,"$250,000 to $500,000",B,Alteration or rehabilitation,Fatal,12,Laceration,21,Feet,6,Struck-by,17.233192499169363,Radiation Condition,17,Position Inappropriate For Task,2,Not Regularly Assigned,8880,18,0
220911168,2016-07-07 00:00:00,"At approximately 7:00 a.m. on February 10, 2017, Employee #1 was walking in a parking lot. While he was walking, he slipped on ice and fell. Employee #1 struck his head against the ground and suffered an unspecified head injury. Employee #1 was transported to a medical center, where he received treatment and was then hospitalized. ",EMPLOYEE IS CRUSHED BETWEEN THE COUNTER-WEIGHT ASSEMBLY AND ,"STRUCK AGAINST,POWERED INDUSTRIAL VEHICLE,MATERIAL HANDLING,HEAD,CONCUSSION",0, ,13,6,A,"Under $50,000",0, ,Nonfatal,16,Illness,26,Kidney,10,Absorption,17.585071194867922,Radiation Condition,15,Defective Equipment In Use,2,Not Regularly Assigned,8890,28,0
220884696,2017-04-19 00:00:00,"On May 23, 2017, an employee was climbing an extension ladder with a packet of roofing shingles. The employee tripped or slipped and fell 18 feet to a concrete slab. The employee was killed. ",EMPLOYEE SUFFERS HEART ATTACK WHILE PICKING UP TRAILER,"CAUGHT IN,ASPHYXIATED,CRUSHING",B,Multi-family dwelling,4,2,E,"$1,000,000 to $5,000,000",A,New project or new addition,Fatal,12,Serious Fall/Strike,6,Elbow,6,Other,14.891086279286188,Chemical Action/Reaction Expos,18,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,1460,20,0
220915573,2016-09-27 00:00:00,"At approximately 10:45 a.m. on March 8, 2016, Employee #1 climbed a 40 foot extension ladder to place a fluorescent light bulb in a fixture approximately 18.7 feet high. He was at a height on the ladder that would allow him to reach the fixture. Employee #1 was attempting to place the light bulb in the fixture and was having trouble seating it and was trying to force it in. The ladder moved in the opposite direction he was leaning and he fell face-up on the concrete floor. Employee #1 received a head injury which required surgery and he died three days later. ",EMPLOYEE DROWNS WHEN FRONT END LOADER ROLLS OVER INTO A CANA,"STRUCK AGAINST,WOOD PANEL,FALL,CONCRETE SLAB,FRACTURE,HEAD,LADDER",M,Pipeline,3,3,B,"$50,000 to $250,000",D,Demolition,Nonfatal,9,Chemical Burn,25,Lungs (Asphyxiation),8,Bite/sting/scratch,14.478355380901137,Sound Level,8,Perception Malfunction Task-Environment,2,Not Regularly Assigned,337,12,0
220863005,2016-06-18 00:00:00,"At 8:00 a.m. on March 24,2017, an employee was removing a label from the side of a spinning paper rolland their hand was pulled into the equipment.  The employee had a patch of skin torn from their arm. oyee had a patch of skin torn from their arm.",FLAGGER STRUCK AND KILLED DURING HIGHWAY CONSTRUCTION,"TRENCH,STRUCK BY,TIBIA,COLLAPSE,LEG,EXCAVATION,UNSTABLE SOIL",I,"Highway, road, street",40,10,0, ,C,Maintenance or repair,Fatal,15,Dislocation,12,Left Leg,13,Struck-by,8.812926005895742,Pinch Point Action,6,Equipment Inappropriate For Operation,2,Not Regularly Assigned,10,10,0
220807374,2017-01-05 00:00:00,"At approximately 8:00 a.m. on April 6, 2017, an employee was rolling up straps on the trailer. Materials fell off of the flatbed trailer and struck the employee. The employee suffered massive trauma to the head and chest area and was killed. ",EMPLOYEE IS CRUSHED AND KILLED BY LOGGING EQUIPMENT,"STRUCK BY,FACE,HOISTING MECHANISM,LACERATION,HOIST",B,Multi-family dwelling,6,6,D,"$500,000 to $1,000,000",A,New project or new addition,Nonfatal,13,Eye injury,8,0,7,Rubbed/abraded,11.168743261304499,Flying Object Action,13,Equipment Inappropriate For Operation,2,Not Regularly Assigned,2150,30,0
220940407,2015-10-01 00:00:00,"At 2:00 p.m. on September 22, 2016, an employee fell over while on a upright talloscope (scaffold/ladder) while changing a chandelier light bulb at approximately 25-30 feet above the floor level in main the sanctuary. The employee struck benches and sustained trauma to the head and body. The employee was killed from the fall. ",EMPLOYEE PARTIALLY AMPUTATES FINGER WITH MEAT SAW,"PULLEY,CAUGHT IN,CONVEYOR BELT,FINGER,AMPUTATED",Q,Contractor's yard/facility,5,3,A,"Under $50,000",D,Demolition,Fatal,7,"Amputation, Crushing",18,Multiple,2,Struck-by,7.519909068462652,Catch Point/Puncture Action,17,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,1900,12,0
220929277,2016-04-01 00:00:00,"At 8:30 a.m. on August 10, 2015,  an employee using a forklift to unload a tractor trailer.  After lifting the first pallet off the bed of the truck into the air, the employee exited from his forklift. The employee placed himself between the elevated load on the forklift and the truck bed to remove a 36x84 inch air bag used to cushion the load inside the truck. The employee attempted to remove the 36x84 inch air bag. While removing the air bag the forklift holding the elevated load came down upon the employee and caught him between the forklift load and the truck bed resulting in a fatal injury. The employee suffered blunt torso trauma resulting in mechanical asphyxia from the 1,280 pound load of glass jar lids. ","EMPLOYEE CRUSHED BY METAL TRAYS, IS KILLED","CARBON MONOXIDE,FURNACE,HEATER,INHALATION,HEADACHE,DIZZINESS",K,"Tower, tank, storage ,elevator",14,12,D,"$500,000 to $1,000,000",C,Maintenance or repair,Nonfatal,2,Dislocation,29,Wrist,14,Struck against,10.477750510991251,Chemical Action/Reaction Expos,16,Insufficient /Lack/Expose/Biological Monitoring.,1,Regularly Assigned,L130,24,0
220814644,2016-12-23 00:00:00,"At 12:31 p.m. on August 15, 2016, Employee #1 was cleaning bird feces using a shop vac on an elevated I-beam in an airplane hanger. The employee fell off of the I-beam, through a soffit and landed 60 feet below onto the tarmac. He sustained multiple injuries and was killed. ",EMPLOYEE FRACTURES PELVIS WHEN STRUCK BY PALLET JACK,"VERTEBRA,FALL,ROOF,FRACTURE,FALL PROTECTION,FLOOR OPENING,CONSTRUCTION,WOOD PANEL,CLEANING",A,Single family or duplex dwelling,76,19,G,"$10,000,000 to $20,000,000",D,Demolition,Fatal,2,Heat Exhaustion,22,Lungs (Puncture),13,Caught in or between,10.987625696867276,Overpressure/Underpressure,12,Insufficient/Lack/Housekeeping Program,2,Not Regularly Assigned,1803,8,0
220926125,2017-04-13 00:00:00,"At 12:15 p.m. on March 29, 2017, an employee was working from an extension ladder placing hazard warning labels onto a semi-trailer box container. The truck driver noticed the employee lying on the ground and called for emergency services.  Emergency personnel from Bedford Park, IL, responded to the call and assisted the injured employee. The injured employee was transported to Christ Hospital for treatment for a broken left wrist. ",EMPLOYEE FALLS INTO A PIT AND IS INJURED,"PUNCTURE,STRUCK AGAINST,FALL,LADDER,LOSS OF BLOOD",G,Sewer/water treatment plant,5,3,E,"$1,000,000 to $5,000,000",E,Other,Nonfatal,12,"Bruising, Contusion",8,Right Eye,10,Ingestion,1.3362667313972478,Work-Surface/Facility-Layout Condition,7,Malfunction Neuromuscular System,2,Not Regularly Assigned,1460,6,0
220940431,2015-07-22 00:00:00,"At 12:00 a.m. on May 18, 2016, a worker was applying a lacquer sealer to the floor of a residential home when he collapsed to the floor. The worker died of a heart attack. ","EMPLOYEE IS STRUCK BY A FALLING PALM TREE, FRACTURING HIS MA","STRUCK BY,KICK BACK,LACERATION,DEMOLITION,SAW",H,Other building,6,15,F,"$5,000,000 to $10,000,000",E,Other,Nonfatal,1,"Asphyxiation, Drowning",0,Kidney,10,Ingestion,16.79695249418782,Radiation Condition,16,Insufficient /Lack/Expose/Biological Monitoring.,2,Not Regularly Assigned,1640,3,0
220934012,2016-06-29 00:00:00,"On October 1, 2015, Employee #1 was transporting spools of coiled tubing. Employee #1 lowered a spool of coiled tubing, weighing approximately 75,000 pounds, to the ground and got off the forklift to place chocks on the sides of the spool.  He had put the forklift into neutral; the emergency brake was not set.  As Employee #1 walked to the other side of the spool to place a chock, the forklift rolled forward, crushing the employee between the spool and forklift.  The employee was killed. mployee was killed.",EMPLOYEE SUFFERS CARBON MONOXIDE POISONING AND IS KILLED,"PIPE,SAW,KICK BACK",0, ,12,76,B,"$50,000 to $250,000",0, ,Nonfatal,16,Illness,21,Arm,2,Struck-by,4.5257102108953875,Work-Surface/Facility-Layout Condition,13,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,1430,7,0
220981914,2015-10-01 00:00:00,"At approximately 3:00 p.m. on March 21, 2017, an employee was removing and replacing damaged exterior vinyl siding J-channel. The employee was working from an extension ladder 18 feet above grade suffered an epileptic seizure. He fell from ladder to ground and suffered a fracture to the T-8 vertebrae. Employee was transported to hospital and underwent surgery where spinal fusing was performed. The employee was hospitalized and was expected to make a full recovery with no loss of bodily function.	 ",EMPLOYEE FALLS FROM VEHICLE AND SUSTAINS A CONCUSSION,"STRUCK BY,TOW TRUCK,TOWED EQUIPMENT,TIE-OFF",H,Other building,9,11,G,"$10,000,000 to $20,000,000",0, ,Nonfatal,12,Head Trauma,12,Left Leg,9,Ingestion,3.543069712331333,Overhead Moving/Falling Object Action,13,Equipment Inappropriate For Operation,1,Regularly Assigned,8880,3,0
220876502,2016-05-27 00:00:00,"At 4:30 a.m. on April 7, 2017, Employee #1 and Coworker #1, employed by a construction company, were engaged in decking work at a manufacturing plant. Employee #1 was working from an unguarded catwalk and attempting to help Coworker #1 pull in some decking material from an unguarded opening on the second floor.  Employee #1 fell from the catwalk to the ground, a fall height of approximately 14 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a fractured skull and other bone fractures. ",EMPLOYEE IS INJURED WHEN VIBRATORY ROLLER OVERTURNS,"PINNED,ROPS,ROLL-OVER,CAUGHT BY",G,Sewer/water treatment plant,6,19,C,"$250,000 to $500,000",D,Demolition,Fatal,2,Head Trauma,5,Internal Injuries,10,Bite/sting/scratch,6.399316133960342,Pinch Point Action,12,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,26,0
220971055,2015-07-03 00:00:00,"At 8:00 a.m. on July 31, 2015, an employee was working on an excavation.  The employee looked into the excavation when it collapsed and engulfed him when a 10 inch water main broke and he was covered with a water and mud mixture.  The employee drowned as a result. ",EMPLOYEE FALLS OFF A ROOF AND IS KILLED,"ROPE,FALL,FRACTURE,GUARD,LACERATION,LADDER,ELBOW,CONSTRUCTION,SHOULDER,TIE-OFF",M,Pipeline,25,21,A,"Under $50,000",B,Alteration or rehabilitation,Nonfatal,5,Heat Exhaustion,27,0,7,Inhalation,13.662749892880404,Overpressure/Underpressure,17,Mater-Handling Procedure Inappropriate,1,Regularly Assigned,1900,11,0
220957567,2017-03-08 00:00:00,"At 2:00 p.m. on June 14, 2016, an supervising employee was feeling bad and died from suspected cardiovascular problem. ",EMPLOYEE INSTALLING SOLAR PANEL FALLS AND IS KILLED,"TRENCH,EXCAVATION",F,Power plant,21,21,F,"$5,000,000 to $10,000,000",E,Other,Nonfatal,2,Fire Burn,26,Liver,0,Absorption,16.80146477227621,Radiation Condition,16,Insufficient /Lack/Expose/Biological Monitoring.,2,Not Regularly Assigned,D150,11,0
220787956,2017-03-23 00:00:00,"At 11:00 a.m. on March 29, 2017, an employee was cutting rebar and had their right hand crushed.  No specifics detailing the accident were provided in the initial report. ",EMPLOYEE CATCHES FINGER IN CONVEYOR AND AMPUTATES FINGER TIP,"AMPUTATED,FINGER,LACERATION,NIP POINT,HOIST",D,Manufacturing plant,19,5,A,"Under $50,000",0, ,Fatal,2,"Bruising, Contusion",31,Left Leg,7,Struck against,11.335598628344652,Gas/Vapor/Mist/Fume/Smoke/Dust,13,Malfunction In Securing/Warning Op,1,Regularly Assigned,530,30,0
220932305,2015-09-11 00:00:00,"At approximately 12:30 a.m. on January 19, 2017, Employee #1 had walked from her work area, Sizer Area Number 1 to Sizer Area Number 2. She needed to speak with a coworker. Upon returning, she passed by stacks of almond bins. Another coworker, forklift operator, had just brought down a bin that was stacked on another bin. As Employee #1 traveled by, the forklift backed up and struck her, fracturing her right tibia. Employee #1 was transported to a medical center, where she received treatment and was then hospitalized. ","INMATE EMPLOYEE SLIPS ON ICY ROOF, FALLS AND FRACTURES LEG","CRUSHING,HEAD,MATERIAL HANDLING,ROLL-OVER,INDUSTRIAL TRUCK,STRUCK BY",N,"Excavation, landfill",6,40,B,"$50,000 to $250,000",A,New project or new addition,Nonfatal,7,Head Trauma,2,Lungs (Puncture),13,Shock,0.8941516372918583,Materials Handling Equip./Method,0,Insufficient /Lack/Respiratory Protection,1,Regularly Assigned,337,15,0
220875231,2015-12-16 00:00:00,"At 6:45 p.m. on August 11, 2015, Employee #1 was driving a clerical pick up truck northbound in the highline between terminal's CC15 and BB15. As Employee #1 approached the intersection between CC15 and the highline, he swerved to the right and ran into the UTR which was traveling west bound on CC15. The pick up truck struck the passenger side of the UTR vehicle. Employee #2, the UTR driver, got out of the truck and observed Employee #1 bleeding from a cut over his left eye, slumped over the steering wheel, and unconcious. Employee #2 notified management, who notified Port Police and Los Angeles Fire Department. The Fire Department with paramedics responded to terminal and transported Employee #1 to St. Mary Medical Center and Employee #2 to San Pedro Hospital. At San Pedro Hospital, Employee #2 was evaluated and released from the emergency room. At St Mary Medical Center, Employee #1 underwent emergency surgery. Employee #1 died from head injuries received in the accident. ",EMPLOYEE SUSTAINS AMPUTATION OF FINGER FROM MILLING MACHINE,"SKYLIGHT,FALL,CONCRETE SLAB",O,"Power line, transmission line",46,12,G,"$10,000,000 to $20,000,000",E,Other,Fatal,22,Fall/strike,21,Arm,2,Caught in or between,2.7661167168088268,Other,6,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,C730,2,0
220980031,2015-08-03 00:00:00,"At approximately 6:00 a.m. on January 20, 2017, Employee #1, a supervisor, was assisting with a sodium hydroxide delivery. That morning, a semi-tanker truck driver delivered a load of sodium hydroxide. The driver drove the semi-tanker truck around to the rear of the building where an unloading port was located. Supervisors at the business were normally tasked with opening a side gate for delivery in the rear of the building, removing a padlock on the unloading port, and verifying seals before unloading the sodium hydroxide. After going through the gate, the semi-tanker truck driver started backing into place to gain access to the unloading port. Employee #1 was there and used a blow torch to warm up the unloading port for transfer. The cap had frozen in the cold outside temperature. As the driver backed the semi-tanker truck, Employee #1 was struck and became caught in between the back of the truck and a fixed object (bollard and/or building). He suffered multiple injuries, including fractures to his pelvis, left femur, as well as T11 and T12 vertebrae. Employee #1 was transported to a medical center, where he received treatment and underwent surgical procedures, and was then hospitalized. ","EMPLOYEE'S LEFT INDEX FINGER (PARTIALLY) AMPUTATED, AFTER RI","STRUCK BY,FALLING OBJECT,TRAILER,HEAD,LOCKING PINS",E,Refinery,0, ,D,"$500,000 to $1,000,000",C,Maintenance or repair,Nonfatal,10,Dislocation,17,Wrist,2,Caught in or between,12.434654452819672,Illumination,14,Other,1,Regularly Assigned,1900,30,0
220948988,2017-05-22 00:00:00,"On March 9, 2017, an employee was rolling up CAT-5 cables.  The employee climbed over a partition and onto a ledge, to retrieve some cables.  The employee fell from the ledge over 14 feet to the tile floor below.  The employee was killed by blunt force trauma to the head. ",EMPLOYEE IS KILLED WHEN STRUCK BY A FALLING POLE,"WIRE ROPE,BOOM,BOOM SUPPORT CABLE,GANTRY CRANE,EQUIPMENT FAILURE",F,Power plant,0,1,0, ,B,Alteration or rehabilitation,Fatal,4,Poison,9,Lungs (Puncture),10,Absorption,8.737875683036158,Illumination,17,Insufficient /Lack/Engineering Controls,2,Not Regularly Assigned,5010,20,0
220834469,2016-01-10 00:00:00,"On November 8, 2016, Employee #1 was working under a pickup on a lift installing snow plow brackets. The truck fell and Employee #1 was crushed and killed. ",EMPLOYEE IS STRUCK AND KILLED BY TREE LIMB,"UNGUARDED,GEAR,LOCKOUT,NIP POINT,MACHINE GUARDING,FINGER,AMPUTATED,CHAIN",0, ,12,12,A,"Under $50,000",0, ,Fatal,15,"Amputation, Crushing",1,Back,5,Shock,2.4545013277439844,Materials Handling Equip./Method,5,Malfunction In Securing/Warning Op,1,Regularly Assigned,1640,30,0
220927891,2017-02-15 00:00:00,"At 9:00 a.m. on August 25, 2015, Employee #1 was standing on an pallet that had been lifted 10 feet while attached to the forks of a powered industrial truck. The employee was retrieving inventory from the second level of the metal storage shelving. Employee #1 fell, hit the concrete floor, and was killed. ",AN EMPLOYEE FELL  APPROXIMATELY 3 FEET FROM A LADDER WHILE C,"PISTON,TRUCK,FRACTURE,TRUCK BOOM,STRUCK AGAINST,TREE TRIMMING,RIB",O,"Power line, transmission line",15,11,0, ,C,Maintenance or repair,Nonfatal,11,Heat Exhaustion,18,Face,5,Fall (from elevation),10.858674517122868,Gas/Vapor/Mist/Fume/Smoke/Dust,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,L130,4,0
220934160,2016-03-07 00:00:00,"At 2:00 p.m. on March 28, 2016, an employee was operating a tractor along a farm road. The employee drove the tractor into a drainage canal and drowned. ",EMPLOYEE DROWNS WHILE OPERATING A CATEPILLAR D6T DOZER,"TRAILER,LACERATION,ROLL-OVER,POWERED INDUSTRIAL VEHICLE,BLOOD CLOT",L,"Shoreline development, dam, reservoir",21,25,C,"$250,000 to $500,000",B,Alteration or rehabilitation,Nonfatal,13,Illness,14,Arm,0,Absorption,0.3938569865326486,Other,4,Equipment Inappropriate For Operation,1,Regularly Assigned,8870,10,0
220937817,2015-12-03 00:00:00,"At 9:45 a.m. on January 9, 2017, an employee was working for a firm engaged in crude petroleum and natural gas extraction. He was testing the level in a well through the use of an ""EKO gun."" The employee connected the EKO gun to shoot the level (""check the well level""). When he cranked a two-section ball valve, a few threads slipped out. The valve split open and sprayed gas onto the employee. The well gases included hydrogen sulfide, methane, and so forth. The employee was overcome by the gases, but he was not suffocated. He was hospitalized. ",EMPLOYEE DROWNS IN WATER FILLED HOLE,"TRAFFIC CONTROL,ARM,FALL,FRACTURE,BRIDGE",E,Refinery,0,2,C,"$250,000 to $500,000",D,Demolition,Fatal,1,"Fracture, Broken Bones",4,Internal Injuries,5,Fall (from elevation),0.21122607762150572,Other,9,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,8870,16,0
220920433,2016-10-19 00:00:00,"At 8:30 a.m. on January 18, 2017, Employee #1 was working on an overhead garage door from a bucket that was attached to the fork truck. While on the bucket of the fork truck, he lost his balance, and his weight shifted to the right side. The screws popped out of the old bucket and the bucket came apart. The employee fell 10 feet to the concrete floor. Employee #1 sustained fractured ribs and a small puncture in his lung. Employee #1 was admitted overnight to the hospital. ",EMPLOYEE FALLS WHILE TRIMMING BRANCHES AND IS KILLED,"PPE,AMPUTATION,POWERED INDUSTRIAL VEHICLE,FOOT,EQUIPMENT OPERATOR,CRUSHED,COLLISION",Q,Contractor's yard/facility,1,1,C,"$250,000 to $500,000",A,New project or new addition,Nonfatal,16,Illness,26,Elbow,3,Ingestion,15.21162049234301,Flammable Liquid/Solid Exposure,16,Insufficient /Lack/Expose/Biological Monitoring.,2,Not Regularly Assigned,1460,9,0
220948269,2016-01-08 00:00:00,"At 2:11 p.m. on December 15, 2015, an employee went to service a machine that had a mechanical part that stopped.  The employee reached into the machine where a metal part engaged and it pinned him against the machine support bar, crushing his skull. ",EMPLOYEE IS STRUCK BY CRANE BOOM AND KILLED,"PIPE,BURN,GUARDRAIL",F,Power plant,7,9,G,"$10,000,000 to $20,000,000",B,Alteration or rehabilitation,Nonfatal,20,Chemical Burn,2,Abdomen,6,Card-vascular/resp. fail.,9.130723751735474,"Weather, Earthquake, Etc.",11,Mater-Handling Procedure Inappropriate,2,Not Regularly Assigned,530,20,0
220919104,2015-11-17 00:00:00,"At 1:45 p.m. on April 17, 2017, an employee was laying sticks on courses of lumber. The employee's finger was pinched between the forks of the stacker on the Green Line and the stick guide rail resulting in the partial amputation of a finger. ",EMPLOYEE FALLS FROM LADDER AND FRACTURES WRIST,"CRUSHING,SLOPING,CRUSHED,DROWN,ROLL-OVER,LAWN MOWER,DROWNING,WATER,SLOPE",I,"Highway, road, street",12,73,D,"$500,000 to $1,000,000",E,Other,Nonfatal,5,Puncture,14,Lower Leg,4,Struck against,5.7171030028065575,Overhead Moving/Falling Object Action,19,Malfunction Neuromuscular System,2,Not Regularly Assigned,8880,17,0
